model,stage,instance_id,chain_id,chain_type,scenario_group,scenario_group_ja,excluded_non_alert_gold,action_step_recall_hits,action_step_recall_total,critical_evidence_recall_hits,critical_evidence_recall_total,behavior_sequence_order_hits,behavior_sequence_order_total,candidate_claim_precision_hits,candidate_claim_precision_total,overclaim_slot_count,action_step_recall,critical_evidence_recall,behavior_sequence_order,candidate_claim_precision,source_path,dataset_label,source_set,framework_group,evaluation_unit,replicate,contract,run_json,source_score_path,reviewed_at_utc,gold_file,format_failure_note,review1_pass,review2_pass,two_review_adoptable,adjudication_note,candidate_step_count,normalized_candidate_step_count,reviewer_a_source,reviewer_b_source,review_summary,run_id,input_tokens,output_tokens,cached_input_tokens,reasoning_effort,run_path_in_handoff,local_price_estimated_cost_usd,completed_at_utc,call_total_usd,effective_cost_usd,cost_source,duration_seconds_from_runid_to_costlog
gpt-5.4-mini,stage3,chain_15_e10_python_simplehttpserver_network_chain_stage3,chain_15_e10_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,明示的実行チェーン,False,5,6,2,2,1,1,2,3,1,0.8333333333333334,1.0,1.0,0.6666666666666666,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_15_e10_python_simplehttpserver_network_chain_stage3\codex_score_result.json,gpt-5.4-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,network_service_behavior,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_15_e10_python_simplehttpserver_network_chain_stage3\codex_score_result.json,,,,,,,,,,,,,20260611T055743Z_chain_15_e10_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,8128,2768,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-5.4-mini\stage3\chain_15_e10_python_simplehttpserver_network_chain_stage3_run.json,0.018552,,,0.018552,local_price_estimate_no_cost_log,
gpt-5.4-mini,stage3,chain_16_e11_python_simplehttpserver_network_chain_stage3,chain_16_e11_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,明示的実行チェーン,False,6,6,2,2,1,1,1,1,0,1.0,1.0,1.0,1.0,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_16_e11_python_simplehttpserver_network_chain_stage3\codex_score_result.json,gpt-5.4-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,network_service_behavior,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_16_e11_python_simplehttpserver_network_chain_stage3\codex_score_result.json,,,,,,,,,,,,,20260611T060250Z_chain_16_e11_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,7305,1250,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-5.4-mini\stage3\chain_16_e11_python_simplehttpserver_network_chain_stage3_run.json,0.011103749999999999,,,0.011103749999999999,local_price_estimate_no_cost_log,
gpt-5.4-mini,stage3,chain_17_e12_python_simplehttpserver_network_chain_stage3,chain_17_e12_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,明示的実行チェーン,False,6,6,2,2,1,1,1,1,0,1.0,1.0,1.0,1.0,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_17_e12_python_simplehttpserver_network_chain_stage3\codex_score_result.json,gpt-5.4-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,network_service_behavior,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_17_e12_python_simplehttpserver_network_chain_stage3\codex_score_result.json,,,,,,,,,,,,,20260611T060552Z_chain_17_e12_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,7376,2028,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-5.4-mini\stage3\chain_17_e12_python_simplehttpserver_network_chain_stage3_run.json,0.014657999999999997,,,0.014657999999999997,local_price_estimate_no_cost_log,
gpt-5.4-mini,stage3,chain_18_e13_dns_packet_capture_batch_chain_stage3,chain_18_e13_dns_packet_capture_batch_chain,dns_packet_capture_batch_chain,multi_step_tool_chain,複数段ツールチェーン,False,6,6,2,2,1,1,1,7,6,1.0,1.0,1.0,0.14285714285714285,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_18_e13_dns_packet_capture_batch_chain_stage3\codex_score_result.json,gpt-5.4-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,collection_or_tool_invocation,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_18_e13_dns_packet_capture_batch_chain_stage3\codex_score_result.json,,,,,,,,,,,,,20260611T060752Z_chain_18_e13_dns_packet_capture_batch_chain_stage3_gpt-5.4-mini_official,15524,5118,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-5.4-mini\stage3\chain_18_e13_dns_packet_capture_batch_chain_stage3_run.json,0.034673999999999996,,,0.034673999999999996,local_price_estimate_no_cost_log,
gpt-5.4-mini,stage3,chain_19_e13_python_simplehttpserver_network_chain_stage3,chain_19_e13_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,明示的実行チェーン,False,6,6,2,2,1,1,1,1,0,1.0,1.0,1.0,1.0,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_19_e13_python_simplehttpserver_network_chain_stage3\codex_score_result.json,gpt-5.4-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,network_service_behavior,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_19_e13_python_simplehttpserver_network_chain_stage3\codex_score_result.json,,,,,,,,,,,,,20260611T061151Z_chain_19_e13_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,7314,1898,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-5.4-mini\stage3\chain_19_e13_python_simplehttpserver_network_chain_stage3_run.json,0.0140265,,,0.0140265,local_price_estimate_no_cost_log,
gpt-5.4-mini,stage3,chain_21_e15_python_simplehttpserver_network_chain_stage3,chain_21_e15_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,明示的実行チェーン,False,6,6,2,2,1,1,2,2,0,1.0,1.0,1.0,1.0,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_21_e15_python_simplehttpserver_network_chain_stage3\codex_score_result.json,gpt-5.4-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,network_service_behavior,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_21_e15_python_simplehttpserver_network_chain_stage3\codex_score_result.json,,,,,,,,,,,,,20260611T061739Z_chain_21_e15_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,12414,2351,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-5.4-mini\stage3\chain_21_e15_python_simplehttpserver_network_chain_stage3_run.json,0.019889999999999998,,,0.019889999999999998,local_price_estimate_no_cost_log,
gpt-5.4-mini,stage3,chain_22_e16_python_simplehttpserver_network_chain_stage3,chain_22_e16_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,明示的実行チェーン,False,6,6,2,2,1,1,1,1,0,1.0,1.0,1.0,1.0,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_22_e16_python_simplehttpserver_network_chain_stage3\codex_score_result.json,gpt-5.4-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,network_service_behavior,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_22_e16_python_simplehttpserver_network_chain_stage3\codex_score_result.json,,,,,,,,,,,,,20260611T062132Z_chain_22_e16_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,7167,1254,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-5.4-mini\stage3\chain_22_e16_python_simplehttpserver_network_chain_stage3_run.json,0.01101825,,,0.01101825,local_price_estimate_no_cost_log,
gpt-5.4-mini,stage3,chain_23_e17_python_simplehttpserver_network_chain_stage3,chain_23_e17_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,明示的実行チェーン,False,6,6,2,2,1,1,2,2,0,1.0,1.0,1.0,1.0,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_23_e17_python_simplehttpserver_network_chain_stage3\codex_score_result.json,gpt-5.4-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,network_service_behavior,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_23_e17_python_simplehttpserver_network_chain_stage3\codex_score_result.json,,,,,,,,,,,,,20260611T062330Z_chain_23_e17_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,7799,2412,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-5.4-mini\stage3\chain_23_e17_python_simplehttpserver_network_chain_stage3_run.json,0.016703250000000003,,,0.016703250000000003,local_price_estimate_no_cost_log,
gpt-5.4-mini,stage3,chain_24_e18_cmdexe_other_chain_stage3,chain_24_e18_cmdexe_other_chain,cmdexe_other_chain,explicit_execution_chain,明示的実行チェーン,False,7,9,2,3,1,2,2,5,3,0.7777777777777778,0.6666666666666666,0.5,0.4,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_24_e18_cmdexe_other_chain_stage3\codex_score_result.json,gpt-5.4-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,command_shell_execution,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_24_e18_cmdexe_other_chain_stage3\codex_score_result.json,,,,,,,,,,,,,20260611T062439Z_chain_24_e18_cmdexe_other_chain_stage3_gpt-5.4-mini_official,8070,3340,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-5.4-mini\stage3\chain_24_e18_cmdexe_other_chain_stage3_run.json,0.0210825,,,0.0210825,local_price_estimate_no_cost_log,
gpt-5.4-mini,stage3,chain_25_e18_dns_packet_capture_batch_chain_stage3,chain_25_e18_dns_packet_capture_batch_chain,dns_packet_capture_batch_chain,multi_step_tool_chain,複数段ツールチェーン,False,9,9,3,3,2,2,2,5,3,1.0,1.0,1.0,0.4,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_25_e18_dns_packet_capture_batch_chain_stage3\codex_score_result.json,gpt-5.4-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,collection_or_tool_invocation,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_25_e18_dns_packet_capture_batch_chain_stage3\codex_score_result.json,,,,,,,,,,,,,20260611T062712Z_chain_25_e18_dns_packet_capture_batch_chain_stage3_gpt-5.4-mini_official,8621,3492,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-5.4-mini\stage3\chain_25_e18_dns_packet_capture_batch_chain_stage3_run.json,0.022179749999999998,,,0.022179749999999998,local_price_estimate_no_cost_log,
gpt-5.4-mini,stage3,chain_26_e18_python_simplehttpserver_network_chain_stage3,chain_26_e18_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,明示的実行チェーン,False,4,6,1,2,0,1,1,3,2,0.6666666666666666,0.5,0.0,0.3333333333333333,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_26_e18_python_simplehttpserver_network_chain_stage3\codex_score_result.json,gpt-5.4-mini_3run_filtered23_component,formal_27_chain_20260609_filtered_to_current_23,network_service_behavior,component_rubric_subject_action_object_evidence,legacy_27_filtered_20260609,legacy_formal27_component_review_filtered_to_23,,C:\Users\komat\OneDrive\Desktop\ATLAS以外のデータセット\docs\current_experiment\results_2026-06-09\formal_27_chain_experiment_20260609\scores_codex_manual_double_review_gpt54\final\gpt-5.4-mini\stage3\chain_26_e18_python_simplehttpserver_network_chain_stage3\codex_score_result.json,,,,,,,,,,,,,20260611T063101Z_chain_26_e18_python_simplehttpserver_network_chain_stage3_gpt-5.4-mini_official,7601,2348,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\legacy27_raw\legacy27\gpt-5.4-mini\stage3\chain_26_e18_python_simplehttpserver_network_chain_stage3_run.json,0.01626675,,,0.01626675,local_price_estimate_no_cost_log,
gpt-5.4-mini,stage1,chain_01_e01_dns_packet_capture_batch_chain_stage1,chain_01_e01_dns_packet_capture_batch_chain,dns_packet_capture_batch_chain,multi_step_tool_chain,,,9,9,0,3,2,2,5,6,1,1.0,0.0,1.0,0.8333333333333334,,gpt-5.4-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,collection_or_tool_invocation,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-5.4-mini/stage1/chain_01_e01_dns_packet_capture_batch_chain_stage1_run.json,,2026-06-14T04:03:32.631772+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,2,2,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T033446Z_39.jsonl,start_dns_logs ? tshark ?????????????? alert ??? run_http_server ???????????,20260613T023021Z_chain_01_e01_dns_packet_capture_batch_chain_stage1_gpt-5.4-mini_official,9454,2993,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-5.4-mini\stage1\chain_01_e01_dns_packet_capture_batch_chain_stage1_run.json,0.020559,2026-06-13T02:31:17.340424+00:00,0.020559,0.020559,cost_log,56.340424
gpt-5.4-mini,stage1,chain_02_e01_python_simplehttpserver_network_chain_stage1,chain_02_e01_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,4,6,0,2,0,1,3,3,0,0.6666666666666666,0.0,0.0,1.0,,gpt-5.4-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-5.4-mini/stage1/chain_02_e01_python_simplehttpserver_network_chain_stage1_run.json,,2026-06-14T03:43:55.554840+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,two independent reviews matched,1,1,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_a_component_batch_20260614T033446Z_64.jsonl,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_b_component_batch_20260614T033446Z_64.jsonl,"部分一致: action 4/6, evidence 0/2, order 0/1; precision 3/3, gold外/対象ずれ 0 slots。 非alert証拠は不足。",20260613T023243Z_chain_02_e01_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,8474,1571,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-5.4-mini\stage1\chain_02_e01_python_simplehttpserver_network_chain_stage1_run.json,0.013425,2026-06-13T02:33:36.477990+00:00,0.013425,0.013425,cost_log,53.47799
gpt-5.4-mini,stage1,chain_04_e03_dns_packet_capture_batch_chain_stage1,chain_04_e03_dns_packet_capture_batch_chain,dns_packet_capture_batch_chain,multi_step_tool_chain,,,6,6,0,2,1,1,5,18,13,1.0,0.0,1.0,0.2777777777777778,,gpt-5.4-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,collection_or_tool_invocation,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-5.4-mini/stage1/chain_04_e03_dns_packet_capture_batch_chain_stage1_run.json,,2026-06-14T04:03:32.631772+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,6,6,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T033446Z_39.jsonl,start_dns_logs ? cmd ??????????tshark/dumpcap ????????????alert????????????,20260613T023547Z_chain_04_e03_dns_packet_capture_batch_chain_stage1_gpt-5.4-mini_official,21512,7189,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-5.4-mini\stage1\chain_04_e03_dns_packet_capture_batch_chain_stage1_run.json,0.0484845,2026-06-13T02:40:22.388237+00:00,0.0484845,0.0484845,cost_log,275.388237
gpt-5.4-mini,stage1,chain_05_e03_python_simplehttpserver_network_chain_stage1,chain_05_e03_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,3,6,1,2,0,1,10,24,14,0.5,0.5,0.0,0.4166666666666667,,gpt-5.4-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-5.4-mini/stage1/chain_05_e03_python_simplehttpserver_network_chain_stage1_run.json,,2026-06-14T04:03:32.631772+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,8,8,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T033446Z_39.jsonl,python ???????????????????SimpleHTTPServer ??????????DLL????????????????,20260613T024025Z_chain_05_e03_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,10148,4396,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-5.4-mini\stage1\chain_05_e03_python_simplehttpserver_network_chain_stage1_run.json,0.027392999999999997,2026-06-13T02:42:00.468497+00:00,0.027393,0.027393,cost_log,95.468497
gpt-5.4-mini,stage1,chain_06_e04_python_simplehttpserver_network_chain_stage1,chain_06_e04_python_simplehttpserver_network_chain,python_simplehttpserver_network_chain,explicit_execution_chain,,,6,6,2,2,1,1,6,12,6,1.0,1.0,1.0,0.5,,gpt-5.4-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,network_service_behavior,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-5.4-mini/stage1/chain_06_e04_python_simplehttpserver_network_chain_stage1_run.json,,2026-06-14T04:22:04.344126+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,4,4,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T040357Z_48.jsonl,gold?SimpleHTTPServer???58199??????index.html?alert?code step???????????,20260613T024232Z_chain_06_e04_python_simplehttpserver_network_chain_stage1_gpt-5.4-mini_official,9429,4184,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-5.4-mini\stage1\chain_06_e04_python_simplehttpserver_network_chain_stage1_run.json,0.02589975,2026-06-13T02:43:47.943590+00:00,0.02589975,0.02589975,cost_log,75.94359
gpt-5.4-mini,stage1,chain_07_e05_sublime_python_script_execution_chain_stage1,chain_07_e05_sublime_python_script_execution_chain,sublime_python_script_execution_chain,multi_step_tool_chain,,,18,30,0,10,0,9,3,3,0,0.6,0.0,0.0,1.0,,gpt-5.4-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,script_execution_chain,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-5.4-mini/stage1/chain_07_e05_sublime_python_script_execution_chain_stage1_run.json,,2026-06-14T04:22:04.344126+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,1,1,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T040357Z_48.jsonl,helloworld.py??cmd/python??????????????alert???????????,20260613T024426Z_chain_07_e05_sublime_python_script_execution_chain_stage1_gpt-5.4-mini_official,10297,2146,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-5.4-mini\stage1\chain_07_e05_sublime_python_script_execution_chain_stage1_run.json,0.01737975,2026-06-13T02:45:47.173645+00:00,0.01737975,0.01737975,cost_log,81.173645
gpt-5.4-mini,stage1,chain_09_e07_cmdexe_other_chain_stage1,chain_09_e07_cmdexe_other_chain,cmdexe_other_chain,explicit_execution_chain,,,2,6,0,2,0,1,2,9,7,0.3333333333333333,0.0,0.0,0.2222222222222222,,gpt-5.4-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,command_shell_execution,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-5.4-mini/stage1/chain_09_e07_cmdexe_other_chain_stage1_run.json,,2026-06-14T04:22:04.344126+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,3,3,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T040357Z_48.jsonl,nvidia-smi?????DNS??/tshark?????????cmd??????????????,20260613T024601Z_chain_09_e07_cmdexe_other_chain_stage1_gpt-5.4-mini_official,8844,2596,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-5.4-mini\stage1\chain_09_e07_cmdexe_other_chain_stage1_run.json,0.018314999999999998,2026-06-13T02:46:38.527431+00:00,0.018315,0.018315,cost_log,37.527431
gpt-5.4-mini,stage1,chain_10_e07_discord_run_key_registry_chain_stage1,chain_10_e07_discord_run_key_registry_chain,discord_run_key_registry_chain,semantic_interpretation_chain,,,3,9,0,3,0,2,3,3,0,0.3333333333333333,0.0,0.0,1.0,,gpt-5.4-mini_3run_filtered23_component,formal_23_chain_2rep_20260612,persistence_registry_run_key,component_rubric_subject_action_object_evidence,replicate_01,formal_json_code_steps,docs/current_experiment/results_2026-06-09/formal_23_chain_experiment_2rep_20260612/replicate_01/runs/gpt-5.4-mini/stage1/chain_10_e07_discord_run_key_registry_chain_stage1_run.json,,2026-06-14T04:22:04.344126+00:00,data/current_experiment/gold/cbc_non_alert_behavior_chain_gold_2026-06-11/all_chain_steps.jsonl,,True,True,True,third-review adjudication after A/B conflict,1,1,,data/current_experiment/scores/component_rubric_20260614/reviewer_outputs/reviewer_c_component_conflicts_20260614T040357Z_48.jsonl,Run?????????????Discord???reg???add?????????alert???,20260613T024917Z_chain_10_e07_discord_run_key_registry_chain_stage1_gpt-5.4-mini_official,9052,1266,0,,docs\current_experiment\handoff_20260614_component_rubric_experiment\01_experiment_raw_outputs\f23_2rep\replicate_01\gpt-5.4-mini\stage1\chain_10_e07_discord_run_key_registry_chain_stage1_run.json,0.012486,2026-06-13T02:50:30.970962+00:00,0.012486,0.012486,cost_log,73.970962
